E34,"Nimzo-Indian, Classical, Noa Variation",4014,33.6,42.7,23.7
E35,"Nimzo-Indian, Classical, Noa Variation, 5.cd ed",1371,34.8,42.2,23
E36,"Nimzo-Indian, Classical",1151,33.6,43.4,22.9
E37,"Nimzo-Indian, Classical",599,33.4,49.2,17.4
E38,"Nimzo-Indian, Classical, 4...c5",6573,34.8,36.1,29.1
E39,"Nimzo-Indian, Classical, Pirc Variation",2212,29.2,43.7,27
E40,"Nimzo-Indian, 4.e3",28648,33.7,37.6,28.7
E41,Nimzo-Indian,8374,34.7,37.7,27.7
E42,"Nimzo-Indian, 4.e3 c5, 5.Ne2 (Rubinstein)",2698,37.7,37.4,24.9
E43,"Nimzo-Indian, Fischer Variation",5106,34.8,34.1,31.2
E44,"Nimzo-Indian, Fischer Variation, 5.Ne2",2833,36.6,35,28.3
E45,"Nimzo-Indian, 4.e3, Bronstein (Byrne) Variation",1100,33.7,36.2,30.1
E46,Nimzo-Indian,13365,31.5,39.6,28.9
E47,"Nimzo-Indian, 4.e3 O-O 5.Bd3",8580,32.2,40.3,27.5
E48,"Nimzo-Indian, 4.e3 O-O 5.Bd3 d5",5632,30.9,42,27.1
E49,"Nimzo-Indian, 4.e3, Botvinnik System",630,36.3,30.3,33.3
E50,"Nimzo-Indian, 4.e3 O-O 5.Nf3, without ...d5",913,30.3,41.4,28.3
E51,"Nimzo-Indian, 4.e3",1667,32.2,40.7,27.1
E52,"Nimzo-Indian, 4.e3, Main line with ...b6",929,28.8,45.4,25.7
E53,"Nimzo-Indian, 4.e3",5980,29.6,45.3,25.2
E54,"Nimzo-Indian, 4.e3, Gligoric System",2162,27.9,49.7,22.4
E55,"Nimzo-Indian, 4.e3, Gligoric System, Bronstein Variation",930,24.1,51,24.9
E56,"Nimzo-Indian, 4.e3, Main line with 7...Nc6",2756,32.1,42.2,25.7
E57,"Nimzo-Indian, 4.e3, Main line with 8...dc and 9...cd",26,50,42.3,7.7
E58,"Nimzo-Indian, 4.e3, Main line with 8...Bxc3",2154,31.8,40.8,27.4
E59,"Nimzo-Indian, 4.e3, Main line",1316,31.5,42.9,25.6
E60,King's Indian Defense,155644,38.8,32.8,28.5
E61,King's Indian,133970,39,32.1,29
E62,"King's Indian, Fianchetto",2327,43.2,29.1,27.7
E63,"King's Indian, Fianchetto, Panno Variation",6620,37.6,35.9,26.5
E64,"King's Indian, Fianchetto, Yugoslav System",1285,42.4,33,24.6
E65,"King's Indian, Fianchetto, Yugoslav, 7.O-O",2574,43,34.1,22.9
E66,"King's Indian, Fianchetto, Yugoslav Panno",1203,42.9,30.2,26.9
E67,"King's Indian, Fianchetto",6659,41.5,31.5,26.9
E68,"King's Indian, Fianchetto, Classical Variation, 8.e4",7898,42.2,33.8,24
E69,"King's Indian, Fianchetto, Classical Main line",4397,45.7,32.1,22.2
E70,King's Indian,83515,41.2,29.7,29.1
E71,"King's Indian, Makagonov System (5.h3)",4051,47.1,27.2,25.7
E72,King's Indian,537,41,27.4,31.7
E73,King's Indian,18792,42.2,31,26.8
E74,"King's Indian, Averbakh, 6...c5",2614,41.8,33.7,24.4
E75,"King's Indian, Averbakh, Main line",578,38.2,35.8,26
E76,"King's Indian, Four Pawns Attack",7265,44.1,25.1,30.9
E77,King's Indian,780,37.6,29.6,32.8
E78,"King's Indian, Four Pawns Attack, with Be2 and Nf3",362,38.1,39.5,22.4
E79,"King's Indian, Four Pawns Attack, Main line",252,36.9,43.3,19.8
E80,"King's Indian, Samisch Variation",23953,42.8,28,29.2
E81,"King's Indian, Samisch",21180,42.3,27.7,30
E82,"King's Indian, Samisch, double Fianchetto Variation",849,38.3,31.6,30.2
E83,"King's Indian, Samisch",3729,38.2,27.7,34.1
E84,"King's Indian, Samisch, Panno Main line",2173,40,30.6,29.4
E85,"King's Indian, Samisch, Orthodox Variation",5285,44.6,26.8,28.6
E86,"King's Indian, Samisch, Orthodox, 7.Nge2 c6",1088,43.8,30.1,26
E87,"King's Indian, Samisch, Orthodox",3321,43.8,26.6,29.6
E88,"King's Indian, Samisch, Orthodox, 7.d5 c6",1348,42.5,26.8,30.7
E89,"King's Indian, Samisch, Orthodox Main line",212,36.8,32.1,31.1
E90,King's Indian,43354,41.4,31.4,27.2
E91,King's Indian,57980,40.2,32.1,27.7
E92,King's Indian,41610,40.1,32.9,27.1
E93,"King's Indian, Petrosian System",1484,39.6,28.4,32
E94,"King's Indian, Orthodox",25558,41.9,31.3,26.8
E95,"King's Indian, Orthodox, 7...Nbd7, 8.Re1",2540,37,36.3,26.7
E96,"King's Indian, Orthodox, 7...Nbd7, Main line",394,33.5,43.7,22.8
E97,King's Indian,18337,43,29,28
E98,"King's Indian, Orthodox, Taimanov, 9.Ne1",6550,43.7,26.4,30
E99,"King's Indian, Orthodox, Taimanov",806,40.9,30.6,28.4
